TransactionID,SubscriberKey,MemberID,ContractID,Quantity,CreatedDate,JournalType,JournalSubType,Status
cYQOC8b4cb,SUBK61098,MBR8976,CT121916,1850,21-04-2023 02:59:17,Acumulación,Bienvenida,Completado
pLXIQffebe,SUBK44802,MBR43642,CT89503,1850,18-05-2023 06:51:01,Rendención,Bienvenida,En proceso
cQGqVe3fe7,SUBK4078,MBR42335,CT08193,750,23-07-2023 14:08:21,Acumulación,Cross Selling,Completado
bHUFodd3a6,SUBK66072,MBR28036,CT131752,6250,19-07-2024 16:22:18,Acumulación,Bienvenida,En proceso
tprve250df,SUBK5250,MBR32979,CT10529,4300,10-10-2023 11:16:14,Rendención,Cross Selling,En proceso
QdsKue9e17,SUBK23003,MBR48703,CT46170,1950,06-07-2023 11:32:08,Acumulación,Cross Selling,Completado
NyRdn2497c,SUBK75454,MBR79371,CT150468,5600,16-05-2023 10:23:14,Acumulación,MGM,Completado
uhozA27e4e,SUBK32145,MBR15396,CT64344,3450,26-11-2023 02:51:59,Rendención,Cross Selling,Completado
JgIqma8cc6,SUBK14501,MBR6739,CT29142,8850,12-08-2023 15:03:42,Acumulación,MGM,En proceso
TBNNn32350,SUBK14606,MBR86002,CT29361,1750,09-10-2023 07:33:05,Acumulación,MGM,Completado
wiNct8ef1e,SUBK47304,MBR73072,CT94463,9350,17-09-2024 21:09:21,Rendención,Cross Selling,En proceso
kUOXh613ae,SUBK29958,MBR40094,CT60027,1950,03-05-2024 18:43:21,Acumulación,MGM,Completado
vjHksdfa06,SUBK944,MBR19744,CT01881,5550,27-06-2024 07:27:40,Acumulación,Cross Selling,Completado
kJoxI84de7,SUBK67652,MBR64162,CT134929,350,17-05-2024 05:37:15,Rendención,Bienvenida,Completado
KWghU51d72,SUBK49462,MBR5812,CT98746,8000,03-03-2023 04:04:38,Acumulación,Cross Selling,En proceso
VMwYJ94dda,SUBK14433,MBR56723,CT29013,9700,13-04-2024 22:55:12,Rendención,Cross Selling,Completado
nXtsic2bd4,SUBK57020,MBR83018,CT113826,6950,16-08-2024 09:43:36,Rendención,Cross Selling,Completado
fZqiUe91da,SUBK53244,MBR75467,CT106290,5200,28-06-2024 00:19:55,Acumulación,Cross Selling,En proceso
cazQV4cf00,SUBK37567,MBR30958,CT74993,4700,20-05-2024 22:50:34,Acumulación,Cross Selling,Completado
FuKLnebda0,SUBK51588,MBR70550,CT102986,4050,25-03-2024 20:41:16,Rendención,Cross Selling,Completado
HEcqw6d632,SUBK54356,MBR26039,CT108512,2900,28-02-2023 10:32:24,Rendención,MGM,Completado
GdGRic8460,SUBK55364,MBR53840,CT110526,6450,31-01-2024 13:27:08,Rendención,Bienvenida,Completado
aiXRt2e0b7,SUBK7089,MBR1435,CT14229,3000,27-01-2023 06:26:48,Acumulación,Cross Selling,Completado
sebfVd2824,SUBK84039,MBR16156,CT167636,6000,27-12-2024 01:55:51,Acumulación,Cross Selling,Completado
LNHzw6ca38,SUBK14118,MBR43908,CT28399,9500,30-04-2023 06:53:12,Rendención,MGM,En proceso
RsbwL12728,SUBK29087,MBR19050,CT58308,8100,25-01-2024 01:19:58,Acumulación,Bienvenida,En proceso
ePMXx8dbfa,SUBK28355,MBR13120,CT56847,2150,25-12-2024 15:52:47,Rendención,MGM,Completado
IcnuN74061,SUBK61176,MBR35594,CT122067,5850,12-07-2023 04:18:53,Rendención,Cross Selling,En proceso
DVDUVc06be,SUBK70699,MBR54832,CT140986,6900,12-08-2024 12:43:27,Acumulación,MGM,En proceso
HJaRd2d759,SUBK62289,MBR15103,CT124251,9800,07-05-2024 20:44:40,Acumulación,MGM,Completado
pegIX9ca09,SUBK82709,MBR60435,CT164967,5750,13-05-2023 17:56:02,Rendención,Bienvenida,En proceso
blwIZ17042,SUBK73394,MBR14127,CT146370,300,28-11-2023 02:56:28,Acumulación,Cross Selling,En proceso
ZDnGH233c9,SUBK2355,MBR79389,CT04719,4050,30-06-2023 22:01:02,Rendención,Bienvenida,En proceso
JPHZrb32d3,SUBK37796,MBR72767,CT75434,6450,14-07-2023 00:48:34,Acumulación,MGM,En proceso
NgHgC0de5b,SUBK46714,MBR40486,CT93276,800,07-02-2023 20:28:34,Rendención,Bienvenida,Completado
GXjet5242d,SUBK86954,MBR26110,CT173450,3950,09-10-2023 11:52:07,Acumulación,Cross Selling,En proceso
Ppmamf7d67,SUBK13166,MBR20130,CT26471,5450,28-02-2023 17:07:09,Acumulación,MGM,Completado
EOrjSc90fb,SUBK49537,MBR2060,CT98897,9150,20-09-2024 12:36:42,Rendención,MGM,Completado
nYESa7de6a,SUBK35497,MBR46774,CT70985,9100,01-07-2023 00:14:44,Acumulación,Bienvenida,En proceso
tUlJM82e97,SUBK46628,MBR77376,CT93106,150,02-10-2023 01:09:22,Acumulación,Cross Selling,Completado
hUlLW343c7,SUBK10306,MBR57735,CT20711,1100,30-04-2024 21:44:03,Acumulación,Bienvenida,En proceso
ntUBA4ee30,SUBK23846,MBR45316,CT47859,8850,04-10-2024 10:16:23,Rendención,Cross Selling,Completado
pytfKb1ff9,SUBK88694,MBR57237,CT176947,6200,01-02-2024 16:05:42,Rendención,MGM,Completado
hScaC4a11c,SUBK85291,MBR5745,CT170125,8600,27-09-2024 15:29:48,Rendención,Bienvenida,En proceso
vPWiL12be4,SUBK71114,MBR52760,CT141821,9700,28-09-2023 16:56:03,Rendención,MGM,Completado
YnAil186f2,SUBK15914,MBR51122,CT32010,1450,31-01-2023 04:59:31,Rendención,Cross Selling,Completado
MpCxne3bfa,SUBK83460,MBR76136,CT166483,4700,24-07-2024 03:56:00,Acumulación,MGM,En proceso
IUJIAac01e,SUBK56594,MBR31525,CT112981,8100,31-10-2023 07:31:28,Acumulación,Cross Selling,Completado
Zegfk017e6,SUBK54778,MBR69211,CT109355,4650,12-01-2023 16:11:29,Acumulación,Cross Selling,Completado
HVpqn0bae8,SUBK65920,MBR80673,CT131458,1600,05-12-2023 11:35:47,Acumulación,Bienvenida,Completado
MQESDc0cef,SUBK39125,MBR41598,CT78094,2400,11-01-2024 06:47:42,Acumulación,Cross Selling,Completado
kpqNm753e2,SUBK52582,MBR70808,CT104975,3450,17-07-2024 21:50:35,Acumulación,Cross Selling,Completado
DKNcx62133,SUBK56193,MBR19049,CT112181,3900,12-07-2024 03:23:11,Rendención,MGM,Completado
KKNaAcba70,SUBK56416,MBR16073,CT112639,1900,11-07-2023 02:28:36,Acumulación,MGM,Completado
uDlaCf4bc1,SUBK65304,MBR86097,CT130252,8650,31-08-2024 03:14:23,Acumulación,Bienvenida,En proceso
fmMYs6eaf6,SUBK13287,MBR40011,CT26714,1650,21-03-2024 05:34:02,Acumulación,Cross Selling,Completado
mCKQc287fd,SUBK6150,MBR75424,CT12353,2450,11-04-2024 16:15:09,Rendención,Bienvenida,Completado
SVxXx3c46b,SUBK89720,MBR22029,CT178956,3000,09-04-2024 10:10:01,Rendención,Cross Selling,En proceso
SxEOYd49e1,SUBK63849,MBR16917,CT127338,600,06-03-2024 13:46:25,Acumulación,MGM,Completado
cBNCn6dc06,SUBK18258,MBR79379,CT36681,5400,12-05-2024 18:34:10,Rendención,MGM,En proceso
pbXdk30468,SUBK54464,MBR11965,CT108738,5000,08-03-2024 18:50:06,Acumulación,Cross Selling,Completado
cKWuqc608f,SUBK67410,MBR66646,CT134461,400,09-08-2023 05:32:56,Acumulación,Bienvenida,En proceso
hghsNd4941,SUBK15110,MBR13491,CT30386,6600,14-09-2023 22:53:02,Acumulación,Cross Selling,En proceso
VlQvjc9de7,SUBK68697,MBR74987,CT136987,9550,14-09-2024 06:02:31,Acumulación,Bienvenida,En proceso
kckXqaf1c8,SUBK33045,MBR20277,CT66142,6300,06-12-2023 16:35:10,Acumulación,MGM,En proceso
OlXkI75620,SUBK84044,MBR19785,CT167647,10000,13-03-2023 18:49:52,Acumulación,MGM,En proceso
tNweaedbf7,SUBK34479,MBR36801,CT69014,600,01-12-2024 00:30:53,Rendención,Bienvenida,En proceso
USBwk2ce2f,SUBK16641,MBR2694,CT33468,4500,06-01-2023 19:23:54,Rendención,Cross Selling,Completado
bcCte0ab1b,SUBK9306,MBR27913,CT18693,7400,01-08-2024 03:03:46,Rendención,MGM,Completado
QzuQof05dc,SUBK31077,MBR52844,CT62242,4150,14-06-2023 18:48:15,Acumulación,Bienvenida,En proceso
WEknJ42ea7,SUBK19580,MBR60103,CT39259,6150,11-12-2023 14:38:16,Rendención,Cross Selling,Completado
iQcWA1e49d,SUBK26717,MBR86303,CT53599,1100,02-10-2023 22:29:30,Acumulación,Cross Selling,En proceso
pqAhv86e80,SUBK65368,MBR19455,CT130374,3700,30-11-2024 17:28:32,Acumulación,Bienvenida,En proceso
vxMBncc9ad,SUBK31811,MBR54826,CT63691,6450,17-08-2024 19:40:39,Rendención,Cross Selling,Completado
AEBPxa465b,SUBK23011,MBR42773,CT46184,3400,05-08-2024 10:47:28,Acumulación,Cross Selling,En proceso
MQfkr8cdd2,SUBK43119,MBR25189,CT86121,100,12-12-2023 13:56:49,Acumulación,MGM,Completado
eKwufbaf0d,SUBK88034,MBR8701,CT175629,10000,12-09-2024 10:02:41,Acumulación,MGM,Completado
KwSBG4f602,SUBK33820,MBR34047,CT67731,5550,11-03-2023 18:23:29,Acumulación,Cross Selling,Completado
XfDwW17d8f,SUBK66163,MBR4074,CT131948,5350,24-12-2024 13:08:55,Rendención,Cross Selling,Completado
zsdULeb8d5,SUBK47734,MBR54702,CT95321,2850,03-09-2023 17:44:52,Rendención,MGM,En proceso
soQFa8997f,SUBK75344,MBR7046,CT150233,9000,13-12-2024 14:58:43,Rendención,Bienvenida,Completado
yQvZRb6768,SUBK3701,MBR24231,CT07448,5850,27-01-2023 03:17:56,Rendención,Bienvenida,Completado
bwJFl659e9,SUBK88752,MBR11947,CT177066,8500,24-05-2024 04:07:34,Acumulación,Cross Selling,En proceso
ifiWZc20f5,SUBK76993,MBR6459,CT153498,6350,10-09-2024 14:38:54,Acumulación,MGM,Completado
nsNJw75b6e,SUBK36505,MBR22061,CT72960,3000,30-05-2024 04:39:37,Rendención,Bienvenida,En proceso
bGHLq77266,SUBK62077,MBR83756,CT123848,6800,12-01-2023 12:55:41,Rendención,Cross Selling,En proceso
cXXaUd8cb0,SUBK57434,MBR26341,CT114640,850,02-04-2023 09:59:52,Acumulación,MGM,Completado
BobIg45b73,SUBK16991,MBR18748,CT34161,2350,03-09-2023 21:39:43,Acumulación,Bienvenida,En proceso
mbZRL05daa,SUBK50549,MBR45235,CT100896,3500,12-01-2023 07:23:27,Rendención,Cross Selling,En proceso
RdReg41d15,SUBK76734,MBR75181,CT152969,1800,14-05-2023 08:35:36,Rendención,Bienvenida,En proceso
BicRm281b3,SUBK7559,MBR79173,CT15155,550,04-04-2023 21:46:27,Rendención,Bienvenida,Completado
HNBFPfca16,SUBK56829,MBR51176,CT113457,8300,30-05-2024 02:57:30,Acumulación,MGM,En proceso
RbSwj08f18,SUBK87138,MBR68193,CT173815,6150,26-04-2024 20:24:20,Rendención,Cross Selling,Completado
qMUWUc41f1,SUBK21090,MBR3637,CT42284,8900,23-04-2024 22:07:37,Rendención,Bienvenida,En proceso
GNAIO17f03,SUBK23125,MBR80240,CT46408,9700,16-09-2023 14:07:02,Acumulación,Cross Selling,En proceso
bkjVC40456,SUBK7214,MBR53524,CT14480,650,13-10-2024 22:47:28,Acumulación,MGM,En proceso
ymMkGbd6f2,SUBK55359,MBR35766,CT110515,2000,27-11-2024 16:45:41,Acumulación,Bienvenida,En proceso
GzAqYb8db2,SUBK27112,MBR42049,CT54380,3250,10-10-2024 09:26:28,Rendención,MGM,Completado
hZKKgb1db4,SUBK89656,MBR41499,CT178826,5750,02-03-2024 16:31:45,Acumulación,Bienvenida,Completado
VeFuif855f,SUBK24343,MBR85066,CT48819,6500,24-12-2024 21:13:51,Rendención,Cross Selling,En proceso
dFlVU42f05,SUBK48741,MBR62539,CT97287,1750,26-02-2023 06:34:56,Acumulación,Cross Selling,Completado
aFQZD51076,SUBK46111,MBR41595,CT92079,100,08-05-2024 09:49:44,Acumulación,MGM,En proceso
MYGuw01186,SUBK40211,MBR58061,CT80260,2300,04-07-2023 05:50:39,Rendención,Cross Selling,Completado
riTQjaff30,SUBK29950,MBR80633,CT60009,2100,24-11-2024 08:23:44,Acumulación,Cross Selling,En proceso
hvtwm41312,SUBK43353,MBR76318,CT86593,4000,21-08-2023 03:39:03,Acumulación,Bienvenida,En proceso
jgSoD743ea,SUBK29213,MBR15514,CT58560,8600,01-11-2023 15:07:16,Rendención,Bienvenida,Completado
RPEhM5149d,SUBK29913,MBR62251,CT59940,4700,01-12-2023 23:32:24,Acumulación,Cross Selling,En proceso
bENix6722d,SUBK46681,MBR23796,CT93208,6800,18-10-2023 15:32:46,Acumulación,Cross Selling,En proceso
Nuear72c3e,SUBK19115,MBR39247,CT38351,5800,31-08-2024 20:56:05,Rendención,Cross Selling,En proceso
yCLJo7d72e,SUBK77965,MBR87400,CT155442,4150,14-05-2023 20:16:44,Rendención,Cross Selling,Completado
kIKWh0ed8f,SUBK2968,MBR13389,CT05937,1150,27-06-2024 07:47:29,Rendención,Bienvenida,En proceso
jvFAb152cf,SUBK86944,MBR19545,CT173431,8150,10-12-2024 01:17:20,Rendención,Cross Selling,Completado
DbQlb175e7,SUBK76744,MBR288,CT152984,6500,13-06-2023 20:50:54,Acumulación,Bienvenida,En proceso
lFpEC84ccd,SUBK26118,MBR73896,CT52360,1150,06-07-2023 01:23:57,Acumulación,Bienvenida,Completado
qNzxK27696,SUBK29560,MBR49653,CT59238,9500,02-11-2023 20:09:11,Rendención,Bienvenida,En proceso
ornyg3afff,SUBK21677,MBR64071,CT43448,700,09-03-2023 09:34:59,Rendención,Cross Selling,Completado
roUJtf8f67,SUBK38859,MBR15034,CT77549,5800,04-09-2024 18:49:40,Rendención,Cross Selling,En proceso
mVaLrdc58b,SUBK19890,MBR57055,CT39882,7450,16-12-2023 02:40:36,Acumulación,Cross Selling,Completado
sXZWT49c16,SUBK43388,MBR9639,CT86663,3550,14-09-2024 06:36:07,Acumulación,Cross Selling,En proceso
HqZkJ4e88b,SUBK68001,MBR64418,CT135635,5000,09-12-2024 02:06:40,Rendención,MGM,En proceso
DptZpd0307,SUBK73857,MBR72822,CT147298,2150,22-04-2024 19:59:35,Acumulación,MGM,En proceso
oetiP8e8fd,SUBK10739,MBR68313,CT21604,7250,24-04-2024 17:13:28,Rendención,Bienvenida,Completado
vxIaicc69e,SUBK45006,MBR81649,CT89898,8150,02-08-2023 17:17:13,Rendención,Bienvenida,Completado
cZVEG7ff84,SUBK39321,MBR52988,CT78481,4700,21-10-2023 13:49:42,Rendención,MGM,Completado
VqfwA3cc49,SUBK31667,MBR67064,CT63405,7600,31-12-2023 09:49:46,Rendención,Bienvenida,Completado
nacGP2cab2,SUBK44602,MBR12881,CT89097,9300,31-05-2023 02:46:11,Rendención,Bienvenida,Completado
iMIIWf7cee,SUBK86984,MBR3380,CT173505,600,21-02-2023 17:33:35,Rendención,MGM,Completado
qmFTLcdad6,SUBK17418,MBR32541,CT35036,2800,18-02-2024 09:41:18,Acumulación,MGM,En proceso
lqRoE242bf,SUBK26442,MBR70478,CT53047,1950,21-12-2024 20:51:34,Rendención,MGM,Completado
gqqhM553f4,SUBK39596,MBR36451,CT79037,550,08-06-2024 20:37:54,Acumulación,Cross Selling,Completado
BDwYI67c5e,SUBK88453,MBR18808,CT176459,8350,09-08-2023 14:22:11,Acumulación,Cross Selling,Completado
URfOq86e0d,SUBK6690,MBR33027,CT13434,250,24-05-2023 17:17:21,Rendención,Cross Selling,En proceso
GMQMNeda72,SUBK8098,MBR88685,CT16264,8850,13-04-2023 11:06:06,Acumulación,Bienvenida,Completado
cOhJv406d6,SUBK25185,MBR86164,CT50474,5500,29-11-2024 09:44:02,Rendención,Bienvenida,Completado
NgJwfdeec8,SUBK28043,MBR7222,CT56231,3750,21-02-2023 15:51:56,Rendención,MGM,Completado
TVzLld80a9,SUBK67111,MBR68218,CT133850,300,06-03-2024 01:36:59,Rendención,Cross Selling,En proceso
rsbibde9bd,SUBK2594,MBR3953,CT05194,4650,25-05-2024 17:10:18,Acumulación,Cross Selling,En proceso
sCjIcb3241,SUBK8307,MBR86495,CT16694,2450,27-08-2023 07:16:23,Rendención,Cross Selling,En proceso
nwFApe96ba,SUBK65030,MBR12469,CT129691,400,02-09-2023 19:01:32,Rendención,Bienvenida,En proceso
nrImt40934,SUBK53791,MBR57606,CT107392,300,01-12-2024 14:38:50,Acumulación,Cross Selling,En proceso
FxiPzec7d9,SUBK66766,MBR3984,CT133150,7350,28-04-2023 11:48:15,Rendención,Bienvenida,Completado
bUmAk649ba,SUBK81904,MBR53447,CT163356,4650,15-11-2023 09:54:54,Acumulación,MGM,Completado
zwkBL2a611,SUBK55540,MBR79700,CT110866,4450,28-02-2024 00:38:43,Rendención,MGM,En proceso
KMPEf65b02,SUBK61156,MBR19354,CT122035,5950,22-07-2023 00:32:00,Acumulación,Cross Selling,En proceso
sCWJP04373,SUBK10466,MBR51188,CT21039,3650,26-03-2023 14:45:46,Acumulación,Bienvenida,Completado
Uywpy152cd,SUBK28525,MBR59074,CT57177,7550,30-04-2024 07:53:06,Acumulación,Cross Selling,En proceso
RQTdg240ea,SUBK86267,MBR11853,CT172077,8500,04-05-2023 12:54:50,Acumulación,Cross Selling,En proceso
gpKrC202ca,SUBK4461,MBR52993,CT08942,7950,08-05-2024 14:40:37,Acumulación,Bienvenida,En proceso
gThHG98339,SUBK77073,MBR89397,CT153647,4150,28-02-2023 21:31:14,Acumulación,Cross Selling,En proceso
UuNodc4b42,SUBK84777,MBR69738,CT169124,6300,17-09-2023 02:33:56,Acumulación,Cross Selling,En proceso
DVKqP01193,SUBK88476,MBR71239,CT176506,2650,20-09-2023 05:40:58,Rendención,MGM,En proceso
HnKjZ7a143,SUBK76601,MBR30171,CT152712,7350,30-01-2023 14:59:47,Rendención,Bienvenida,En proceso
mSBEU22292,SUBK38312,MBR37886,CT76476,4350,09-10-2023 14:57:08,Acumulación,MGM,Completado
jBjNga5ca2,SUBK19068,MBR62566,CT38269,8100,20-09-2023 16:33:58,Acumulación,MGM,Completado
ctbuT9908e,SUBK49426,MBR27470,CT98674,1150,03-04-2024 22:37:27,Acumulación,MGM,Completado
HxpsOec619,SUBK22566,MBR33368,CT45264,3800,09-04-2024 17:35:55,Rendención,Cross Selling,Completado
WfsqXe8314,SUBK77892,MBR51144,CT155287,9550,31-03-2024 10:41:06,Rendención,MGM,En proceso
jgHuIe9f5a,SUBK72627,MBR44421,CT144820,8850,30-03-2024 12:59:00,Rendención,Cross Selling,En proceso
DXjmc5aea2,SUBK23865,MBR19181,CT47894,2350,19-04-2023 02:02:56,Rendención,MGM,En proceso
bIgTZc03db,SUBK46041,MBR46916,CT91941,5000,19-01-2023 23:55:23,Rendención,Bienvenida,Completado
GeBrRe331a,SUBK14400,MBR85113,CT28947,5250,12-11-2024 04:41:32,Acumulación,MGM,Completado
TONVx3ca75,SUBK62687,MBR51535,CT125048,7250,07-06-2023 01:36:33,Rendención,Cross Selling,En proceso
KpHkX4ef4a,SUBK14271,MBR39765,CT28696,4050,05-02-2024 11:51:25,Rendención,Cross Selling,Completado
wXTbI5fe8b,SUBK44383,MBR43992,CT88661,3450,20-07-2024 00:22:33,Acumulación,MGM,En proceso
FxzKT60ad1,SUBK7384,MBR30029,CT14811,5650,04-07-2024 11:38:17,Acumulación,Cross Selling,Completado
zAUimee0b4,SUBK81077,MBR6894,CT161701,6200,18-10-2023 11:43:22,Rendención,Cross Selling,En proceso
VRxah192a1,SUBK67645,MBR63223,CT134916,8600,03-03-2023 19:21:32,Rendención,Cross Selling,Completado
bmJQRd7d60,SUBK83587,MBR41925,CT166731,7900,27-12-2023 10:20:26,Rendención,MGM,En proceso
mJwAO4a4f8,SUBK37799,MBR15675,CT75440,1800,27-10-2023 08:59:07,Acumulación,MGM,En proceso
btjHob43c3,SUBK16440,MBR89810,CT33059,3700,09-08-2023 00:08:14,Rendención,MGM,Completado
EOAowf6f45,SUBK56548,MBR46719,CT112896,6450,22-02-2024 11:17:48,Rendención,Cross Selling,En proceso
XwNDS1b0ff,SUBK70618,MBR17546,CT140832,2900,05-01-2024 00:59:25,Rendención,MGM,En proceso
eOGMHc0b10,SUBK81211,MBR62300,CT161984,6350,25-10-2023 00:53:22,Rendención,Bienvenida,En proceso
WlFrA33758,SUBK38518,MBR53200,CT76874,3400,06-10-2024 15:55:58,Acumulación,MGM,En proceso
LMTlif07ec,SUBK62514,MBR26658,CT124695,3700,18-07-2023 05:05:49,Rendención,MGM,Completado
rLLTj1e8bb,SUBK50670,MBR12169,CT101138,2250,09-07-2024 04:58:44,Rendención,Cross Selling,En proceso
cJLqS98638,SUBK4378,MBR46444,CT08790,2200,31-01-2024 19:15:00,Rendención,Cross Selling,Completado
saDGvd7eb4,SUBK63671,MBR54746,CT126991,2900,17-06-2024 14:17:58,Acumulación,Cross Selling,En proceso
LwQjrc5c63,SUBK64736,MBR31947,CT129103,4700,26-01-2023 14:17:15,Rendención,MGM,Completado
TfmWbc028c,SUBK39663,MBR25468,CT79180,2350,02-06-2023 03:08:31,Acumulación,MGM,En proceso
zxzFa8adcc,SUBK42558,MBR53043,CT84977,9200,16-05-2024 18:30:14,Acumulación,MGM,Completado
WcAUra76f2,SUBK66794,MBR16547,CT133211,2550,22-05-2023 16:04:06,Acumulación,Cross Selling,En proceso
aAeLCe5117,SUBK8297,MBR18995,CT16671,550,20-05-2023 00:00:38,Acumulación,Bienvenida,Completado
eSDVw9db12,SUBK52333,MBR36769,CT104469,3550,02-02-2024 03:45:28,Rendención,MGM,En proceso
ZSiXw9b34b,SUBK34449,MBR74237,CT68961,7400,14-08-2024 07:10:49,Rendención,Bienvenida,En proceso
aAHfJ13fb3,SUBK55557,MBR45542,CT110898,2850,31-03-2023 01:08:09,Acumulación,MGM,Completado
VezhQb8ac8,SUBK563,MBR45180,CT01124,6450,03-05-2023 01:52:39,Rendención,MGM,En proceso
zEklBc986f,SUBK21057,MBR38103,CT42213,8950,17-12-2024 07:59:20,Rendención,Bienvenida,Completado
IWeBqcb7f4,SUBK23630,MBR13377,CT47419,2150,02-06-2023 18:16:48,Acumulación,MGM,En proceso
WlmVS28acc,SUBK11130,MBR65430,CT22400,10000,20-06-2023 23:16:19,Rendención,Cross Selling,Completado
VeJgj8bc32,SUBK80295,MBR53787,CT160164,2450,19-09-2023 07:32:22,Rendención,Bienvenida,Completado
yoSXLce50e,SUBK30682,MBR4901,CT61471,2350,18-02-2024 06:11:09,Rendención,Cross Selling,Completado
wlQxz91281,SUBK37379,MBR55624,CT74627,3450,19-12-2024 00:25:05,Rendención,Cross Selling,En proceso
NMMAca764f,SUBK4992,MBR38865,CT10020,9100,27-08-2024 16:47:45,Acumulación,MGM,En proceso
jXMkn39375,SUBK45730,MBR75068,CT91321,7550,17-09-2023 07:14:38,Rendención,Bienvenida,En proceso
cxISTb001a,SUBK42846,MBR86430,CT85550,1750,22-04-2023 22:42:09,Rendención,MGM,Completado
gLZOGb25cf,SUBK66093,MBR9749,CT131794,9100,16-01-2024 02:48:31,Rendención,MGM,En proceso
JuJyj32f8b,SUBK17684,MBR44992,CT35568,8300,06-12-2024 05:45:48,Acumulación,Cross Selling,Completado
FIyMP95f14,SUBK66051,MBR17441,CT131711,6100,13-03-2024 13:08:42,Acumulación,Cross Selling,En proceso
vpQYpc264c,SUBK37520,MBR54873,CT74901,7050,17-07-2023 06:09:48,Acumulación,MGM,En proceso
EQMVlcde12,SUBK35000,MBR35771,CT70017,3550,09-06-2024 07:05:32,Acumulación,MGM,Completado
uTaLw64c05,SUBK64035,MBR48274,CT127708,2500,01-09-2023 04:09:36,Rendención,Bienvenida,Completado
KQBhF46b44,SUBK51890,MBR86636,CT103587,4550,18-01-2023 14:07:37,Rendención,Cross Selling,En proceso
kJQPJd8567,SUBK61382,MBR49156,CT122484,7100,26-03-2024 03:40:48,Acumulación,MGM,En proceso
QHcmi084cf,SUBK53086,MBR75708,CT105982,9600,07-03-2023 00:38:21,Rendención,Bienvenida,Completado
iirpv3fb9e,SUBK328,MBR23884,CT00662,8400,04-09-2023 03:43:25,Rendención,Bienvenida,En proceso
CsiDic548c,SUBK65314,MBR87140,CT130271,4550,04-04-2024 23:28:38,Rendención,Cross Selling,En proceso
HOkkJf7b1c,SUBK80647,MBR5974,CT160852,5900,23-04-2023 16:06:46,Rendención,Bienvenida,Completado
reAqM89d79,SUBK28704,MBR30720,CT57529,2650,29-11-2023 05:39:37,Rendención,MGM,Completado
BiABh6dd62,SUBK60987,MBR42412,CT121692,8000,17-09-2024 00:27:19,Acumulación,MGM,En proceso
wtPGz77172,SUBK81956,MBR42868,CT163462,3900,28-10-2024 02:47:31,Acumulación,MGM,Completado
gmVKo0c9e1,SUBK63215,MBR9616,CT126094,850,04-03-2023 02:22:46,Acumulación,MGM,Completado
WXIhea3d82,SUBK80733,MBR74777,CT161018,6600,19-09-2024 13:46:43,Rendención,MGM,Completado
DujlO06d2d,SUBK18466,MBR51897,CT37070,7400,30-10-2023 02:05:15,Rendención,Bienvenida,En proceso
QIsug759f2,SUBK38622,MBR80038,CT77083,9150,08-03-2023 11:18:05,Acumulación,Cross Selling,Completado
GXoGj0606e,SUBK41756,MBR50940,CT83342,5000,16-11-2024 02:41:54,Acumulación,Cross Selling,En proceso
atgtN85263,SUBK76958,MBR55878,CT153428,3350,17-12-2023 20:42:31,Rendención,Cross Selling,Completado
xYzOnca9d2,SUBK29677,MBR18755,CT59470,5950,08-04-2023 14:41:53,Rendención,Cross Selling,En proceso
gdPgI4f765,SUBK87907,MBR38192,CT175381,2350,25-11-2023 11:30:16,Acumulación,Cross Selling,Completado
UsIHe9830b,SUBK80582,MBR72160,CT160721,3300,16-02-2024 00:12:47,Rendención,Cross Selling,En proceso
UwGCk2d11d,SUBK87521,MBR9629,CT174601,200,20-09-2023 00:33:42,Acumulación,MGM,En proceso
kbaidd5527,SUBK21923,MBR71653,CT43936,700,16-11-2023 07:50:32,Acumulación,MGM,En proceso
lGznx67bef,SUBK80032,MBR60143,CT159623,3400,15-01-2023 07:26:51,Rendención,Cross Selling,En proceso
teijl61edf,SUBK23768,MBR81507,CT47704,7200,10-01-2023 11:26:15,Acumulación,Cross Selling,Completado
NAWYpebe2b,SUBK26532,MBR8903,CT53233,1500,30-06-2024 05:55:37,Acumulación,MGM,En proceso
Iafvc62c68,SUBK27969,MBR17878,CT56092,650,11-08-2023 21:03:25,Rendención,MGM,Completado
yMimr02339,SUBK79039,MBR14005,CT157600,8100,10-07-2023 03:04:16,Acumulación,MGM,Completado
mBsfkc9385,SUBK20389,MBR52432,CT40882,9200,27-05-2023 07:52:42,Acumulación,Cross Selling,Completado
SnTXX08cff,SUBK57631,MBR76625,CT115027,1600,14-07-2024 14:22:04,Rendención,Bienvenida,En proceso
URdyk5ece0,SUBK60936,MBR64617,CT121599,6200,03-04-2024 07:22:10,Acumulación,Cross Selling,Completado
SfcIy6f038,SUBK6746,MBR66262,CT13550,8100,05-08-2023 15:58:35,Rendención,Bienvenida,Completado
wqGbLe0ad4,SUBK68667,MBR39661,CT136926,4100,22-03-2024 16:34:08,Rendención,Bienvenida,En proceso
LNynj844c5,SUBK61138,MBR5496,CT121996,2800,03-12-2024 19:36:09,Rendención,MGM,Completado
WkgsUb466a,SUBK40466,MBR39932,CT80766,9650,07-05-2023 14:55:43,Rendención,Bienvenida,Completado
aoGNrffdb7,SUBK36592,MBR38305,CT73127,9750,12-09-2023 16:26:37,Acumulación,MGM,En proceso
kHGwHb4670,SUBK7523,MBR28825,CT15082,6350,27-01-2023 11:42:15,Rendención,Bienvenida,En proceso
